-1.51,-3.68,-0.28,-1.97
-1.51,-1.51,-3.53,-1.97
-0.31,-0.31,-0.31,-0.82
-1.97,-1.97,-1.69,-3.43
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
