1	7
6	5
7	5
7	22
12	5
12	16
12	172
12	173
12	26
13	26
13	26
14	26
15	26
16	17
16	18
16	28
16	49
18	29
19	5
19	12
19	26
22	5
22	19
22	25
25	23
29	28
36	33
37	34
38	35
39	44
40	45
41	46
42	40
43	41
44	36
45	37
46	38
47	39
47	48
49	166
49	206
88	175
89	176
91	177
92	178
93	179
94	180
96	181
115	47
115	88
115	89
115	91
115	92
115	93
115	94
115	96
115	164
115	222
126	152
127	153
128	154
129	155
130	156
131	157
132	158
133	159
134	160
152	50
153	50
154	50
155	50
156	50
157	50
158	50
159	50
160	50
161	212
162	163
163	164
164	42
164	43
165	161
165	183
165	184
166	165
167	115
168	115
172	15
172	26
173	14
173	26
175	164
176	164
177	164
178	164
179	164
180	164
181	164
183	162
184	162
212	115
222	161
223	190
6	3
