hours,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225
",",bag-feed-belt,bagging-station-01,bagging-station-02,bagging-station-03,bagging-station-04,bagging-station-05,bagging-station-06,bagging-station-07,bagging-station-08,bagging-station-09,bagging-station-10,employee,employee,employee,employee,employee,employee,employee,employee,employee,forklift,mop-station-02,outlet-01,outlet-02,outlet-03,outlet-04,outlet-05,outlet-06,outlet-07,outlet-08,outlet-09,outlet-10,outlet-11,outlet-12,outlet-13,outlet-14,packing-circle-01,packing-circle-02,packing-circle-03,packing-circle-04,return-belt-bagging,track-belt-02,track-belt-02-reject-belt,track-belt-02-reject-loader,brush-bed,brush-bed-tray,drain,drain,drain,drain,drain,drain,dryer-belt,dryer-mechanism,dryer-support,employee,employee,fans,flume-exit-rollers,reject-station,rinser,rollers,rollers-tray,sprayer,t-pipe,t-pipe,waxer,drain,drain,crate-receiver,crate-stacker,drain,drain,drain,drain,drain,drain,drain,drain,dumper,flume,forklift,lifter,loader,mop-station-01,drain,drain,drain,reject-belt-01,reject-belt-02,reject-belt-03,reject-loader-01,reject-loader-02,bin,employee,employee,employee,hose,scanner,sorting-feed-belt-01,sorting-feed-belt-02,track-belt-01,auto-bagger-01,auto-bagger-02,auto-bagger-03,auto-bagger-04,auto-bagger-05,auto-bagger-06,employee,employee,employee,employee,employee,employee,employee,employee,employee,employee,employee,employee,employee,employee,mat-tray-belt-01,mat-tray-belt-02,mat-tray-belt-03,mat-tray-belt-04,mat-tray-belt-05,mat-tray-belt-06,tray-belt-01,tray-belt-02,tray-belt-03,tray-belt-04,tray-belt-05,tray-belt-06,tray-belt-07,tray-belt-08,tray-belt-09,tray-belt-10,tray-belt-11,tray-belt-12,tray-pack-belt-01,tray-pack-belt-02,tray-pack-belt-03,tray-pack-belt-04,tray-pack-belt-05,tray-pack-belt-06,tray-pack-belt-07,tray-pack-belt-08,tray-pack-belt-09,tray-pack-belt-10,tray-pack-belt-11,tray-pack-belt-12,employee,employee,employee,employee,employee,employee,employee,fans-tray,produce-crate-01,produce-crate-02,produce-crate-03,workstation,employee,drain,flume-underside,drain,flume-flange,guard-plate-return-full,guard-plate-return-empty,drain,drain,rot-bin,bin-dumper-ladder,fan-tubing,brush-bed-side-rail,sorting-platform-blue-bucket,sorting-conduit-support,juice-chute,size-cart,hand-jack,red-dolly,sink-pvc-outlet,totes-cross-bar,tote-fill-trash-can,brooms,sink,mat-bag-packing-10,mat-bag-packing-09,mat-bag-packing-08,mat-bag-packing-07,mat-bag-packing-06,mat-bag-packing-05,mat-bag-packing-04,mat-bag-packing-03,mat-bag-packing-02,mat-bag-packing-01,tray-pack-01,tray-pack-02,tray-pack-03,tray-pack-04,tray-pack-05,tray-pack-06,tray-pack-07,tray-pack-08,tray-pack-09,tray-pack-10,tray-pack-11,tray-pack-12,juice-chute,crack,reject-belt-02-frame,box-sticker-printer,small-squeegee,mat-tray-packing-01,mat-tray-packing-02,mat-tray-packing-02,mat-tray-packing-03,mat-tray-packing-04,mat-tray-packing-05,mat-tray-packing-06,mat-tray-packing-07,mat-tray-packing-08,mat-tray-packing-09,mat-tray-packing-10
