"value","type","id","scenario"
0,"Mean Times Persistent (Per It.)",42,"AI_02"
0,"Mean Times Persistent (Per It.)",43,"AI_02"
0,"Mean Times Persistent (Per It.)",44,"AI_02"
0.01,"Mean Times Persistent (Per It.)",45,"AI_02"
0,"Mean Times Persistent (Per It.)",46,"AI_02"
0,"Mean Times Persistent (Per It.)",47,"AI_02"
0,"Mean Times Persistent (Per It.)",48,"AI_02"
0,"Mean Times Persistent (Per It.)",49,"AI_02"
0,"Mean Times Persistent (Per It.)",50,"AI_02"
0,"Mean Times Persistent (Per It.)",51,"AI_02"
0,"Mean Times Persistent (Per It.)",52,"AI_02"
0,"Mean Times Persistent (Per It.)",53,"AI_02"
0,"Mean Times Persistent (Per It.)",54,"AI_02"
0,"Mean Times Persistent (Per It.)",55,"AI_02"
0,"Mean Times Persistent (Per It.)",56,"AI_02"
0,"Mean Times Persistent (Per It.)",57,"AI_02"
0,"Mean Times Persistent (Per It.)",58,"AI_02"
0,"Mean Times Persistent (Per It.)",59,"AI_02"
0,"Mean Times Persistent (Per It.)",60,"AI_02"
0,"Mean Times Persistent (Per It.)",61,"AI_02"
0,"Mean Times Persistent (Per It.)",62,"AI_02"
0,"Mean Times Persistent (Per It.)",63,"AI_02"
0,"Mean Times Persistent (Per It.)",64,"AI_02"
0,"Mean Times Persistent (Per It.)",65,"AI_02"
0,"Mean Times Persistent (Per It.)",66,"AI_02"
0,"Mean Times Persistent (Per It.)",67,"AI_02"
0,"Mean Times Persistent (Per It.)",68,"AI_02"
0,"Mean Times Persistent (Per It.)",69,"AI_02"
0,"Mean Times Persistent (Per It.)",70,"AI_02"
0,"Mean Times Persistent (Per It.)",71,"AI_02"
0,"Mean Times Persistent (Per It.)",72,"AI_02"
0,"Mean Times Persistent (Per It.)",73,"AI_02"
0,"Mean Times Persistent (Per It.)",74,"AI_02"
0,"Mean Times Persistent (Per It.)",75,"AI_02"
0,"Mean Times Persistent (Per It.)",76,"AI_02"
0,"Mean Times Persistent (Per It.)",77,"AI_02"
0,"Mean Times Persistent (Per It.)",78,"AI_02"
0,"Mean Times Persistent (Per It.)",79,"AI_02"
0,"Mean Times Persistent (Per It.)",80,"AI_02"
0,"Mean Times Persistent (Per It.)",81,"AI_02"
0,"Mean Times Persistent (Per It.)",82,"AI_02"
0,"Mean Times Persistent (Per It.)",83,"AI_02"
0,"Mean Times Persistent (Per It.)",84,"AI_02"
0,"Mean Times Persistent (Per It.)",85,"AI_02"
0,"Mean Times Persistent (Per It.)",86,"AI_02"
0,"Mean Times Persistent (Per It.)",87,"AI_02"
0,"Mean Times Persistent (Per It.)",88,"AI_02"
0.01,"Mean Times Persistent (Per It.)",89,"AI_02"
0,"Mean Times Persistent (Per It.)",90,"AI_02"
0,"Mean Times Persistent (Per It.)",91,"AI_02"
0,"Mean Times Persistent (Per It.)",92,"AI_02"
0,"Mean Times Persistent (Per It.)",93,"AI_02"
0,"Mean Times Persistent (Per It.)",94,"AI_02"
0,"Mean Times Persistent (Per It.)",95,"AI_02"
0,"Mean Times Persistent (Per It.)",96,"AI_02"
0,"Mean Times Persistent (Per It.)",97,"AI_02"
0.02,"Mean Times Persistent (Per It.)",98,"AI_02"
0.01,"Mean Times Persistent (Per It.)",99,"AI_02"
0,"Mean Times Persistent (Per It.)",100,"AI_02"
0,"Mean Times Persistent (Per It.)",101,"AI_02"
0,"Mean Times Persistent (Per It.)",102,"AI_02"
0,"Mean Times Persistent (Per It.)",103,"AI_02"
0,"Mean Times Persistent (Per It.)",104,"AI_02"
0,"Mean Times Persistent (Per It.)",105,"AI_02"
0,"Mean Times Persistent (Per It.)",106,"AI_02"
0,"Mean Times Persistent (Per It.)",107,"AI_02"
0,"Mean Times Persistent (Per It.)",108,"AI_02"
0,"Mean Times Persistent (Per It.)",109,"AI_02"
0,"Mean Times Persistent (Per It.)",110,"AI_02"
0,"Mean Times Persistent (Per It.)",111,"AI_02"
0,"Mean Times Persistent (Per It.)",112,"AI_02"
0,"Mean Times Persistent (Per It.)",113,"AI_02"
0,"Mean Times Persistent (Per It.)",114,"AI_02"
0,"Mean Times Persistent (Per It.)",115,"AI_02"
0,"Mean Times Persistent (Per It.)",116,"AI_02"
0,"Mean Times Persistent (Per It.)",117,"AI_02"
0,"Mean Times Persistent (Per It.)",118,"AI_02"
0,"Mean Times Persistent (Per It.)",119,"AI_02"
0,"Mean Times Persistent (Per It.)",120,"AI_02"
0,"Mean Times Persistent (Per It.)",121,"AI_02"
0,"Mean Times Persistent (Per It.)",122,"AI_02"
0,"Mean Times Persistent (Per It.)",123,"AI_02"
0,"Mean Times Persistent (Per It.)",124,"AI_02"
0,"Mean Times Persistent (Per It.)",125,"AI_02"
0.01,"Mean Times Persistent (Per It.)",126,"AI_02"
0,"Mean Times Persistent (Per It.)",127,"AI_02"
0,"Mean Times Persistent (Per It.)",128,"AI_02"
0,"Mean Times Persistent (Per It.)",129,"AI_02"
0,"Mean Times Persistent (Per It.)",130,"AI_02"
0,"Mean Times Persistent (Per It.)",131,"AI_02"
0,"Mean Times Persistent (Per It.)",132,"AI_02"
0,"Mean Times Persistent (Per It.)",133,"AI_02"
0,"Mean Times Persistent (Per It.)",134,"AI_02"
0,"Mean Times Persistent (Per It.)",135,"AI_02"
0,"Mean Times Persistent (Per It.)",136,"AI_02"
0,"Mean Times Persistent (Per It.)",137,"AI_02"
0,"Mean Times Persistent (Per It.)",138,"AI_02"
0,"Mean Times Persistent (Per It.)",139,"AI_02"
0,"Mean Times Persistent (Per It.)",140,"AI_02"
0,"Mean Times Persistent (Per It.)",141,"AI_02"
0,"Mean Times Persistent (Per It.)",142,"AI_02"
0,"Mean Times Persistent (Per It.)",143,"AI_02"
0,"Mean Times Persistent (Per It.)",144,"AI_02"
0,"Mean Times Persistent (Per It.)",145,"AI_02"
0,"Mean Times Persistent (Per It.)",146,"AI_02"
0.01,"Mean Times Persistent (Per It.)",147,"AI_02"
0,"Mean Times Persistent (Per It.)",148,"AI_02"
0,"Mean Times Persistent (Per It.)",149,"AI_02"
0,"Mean Times Persistent (Per It.)",150,"AI_02"
0,"Mean Times Persistent (Per It.)",151,"AI_02"
0,"Mean Times Persistent (Per It.)",152,"AI_02"
0,"Mean Times Persistent (Per It.)",153,"AI_02"
0,"Mean Times Persistent (Per It.)",154,"AI_02"
0,"Mean Times Persistent (Per It.)",155,"AI_02"
0,"Mean Times Persistent (Per It.)",156,"AI_02"
0,"Mean Times Persistent (Per It.)",157,"AI_02"
0,"Mean Times Persistent (Per It.)",158,"AI_02"
0,"Mean Times Persistent (Per It.)",159,"AI_02"
0,"Mean Times Persistent (Per It.)",160,"AI_02"
0,"Mean Times Persistent (Per It.)",161,"AI_02"
0,"Mean Times Persistent (Per It.)",162,"AI_02"
0,"Mean Times Persistent (Per It.)",163,"AI_02"
0,"Mean Times Persistent (Per It.)",164,"AI_02"
0,"Mean Times Persistent (Per It.)",165,"AI_02"
0,"Mean Times Persistent (Per It.)",166,"AI_02"
0.01,"Mean Times Persistent (Per It.)",167,"AI_02"
0,"Mean Times Persistent (Per It.)",168,"AI_02"
0,"Mean Times Persistent (Per It.)",169,"AI_02"
0,"Mean Times Persistent (Per It.)",170,"AI_02"
0.02,"Mean Times Persistent (Per It.)",171,"AI_02"
0,"Mean Times Persistent (Per It.)",172,"AI_02"
0,"Mean Times Persistent (Per It.)",173,"AI_02"
0,"Mean Times Persistent (Per It.)",174,"AI_02"
0,"Mean Times Persistent (Per It.)",175,"AI_02"
0,"Mean Times Persistent (Per It.)",176,"AI_02"
0,"Mean Times Persistent (Per It.)",177,"AI_02"
0,"Mean Times Persistent (Per It.)",178,"AI_02"
0,"Mean Times Persistent (Per It.)",179,"AI_02"
0,"Mean Times Persistent (Per It.)",180,"AI_02"
0,"Mean Times Persistent (Per It.)",181,"AI_02"
0.01,"Mean Times Persistent (Per It.)",182,"AI_02"
1.06,"Mean Times Persistent (Per It.)",183,"AI_02"
0,"Mean Times Persistent (Per It.)",184,"AI_02"
0.01,"Mean Times Persistent (Per It.)",185,"AI_02"
0,"Mean Times Persistent (Per It.)",186,"AI_02"
0,"Mean Times Persistent (Per It.)",187,"AI_02"
0.03,"Mean Times Persistent (Per It.)",188,"AI_02"
0.02,"Mean Times Persistent (Per It.)",189,"AI_02"
0.02,"Mean Times Persistent (Per It.)",190,"AI_02"
0.01,"Mean Times Persistent (Per It.)",191,"AI_02"
0,"Mean Times Persistent (Per It.)",192,"AI_02"
0.02,"Mean Times Persistent (Per It.)",193,"AI_02"
0,"Mean Times Persistent (Per It.)",194,"AI_02"
0,"Mean Times Persistent (Per It.)",195,"AI_02"
0,"Mean Times Persistent (Per It.)",196,"AI_02"
0,"Mean Times Persistent (Per It.)",197,"AI_02"
0,"Mean Times Persistent (Per It.)",198,"AI_02"
0,"Mean Times Persistent (Per It.)",199,"AI_02"
0,"Mean Times Persistent (Per It.)",200,"AI_02"
0,"Mean Times Persistent (Per It.)",201,"AI_02"
0,"Mean Times Persistent (Per It.)",202,"AI_02"
0,"Mean Times Persistent (Per It.)",203,"AI_02"
0,"Mean Times Persistent (Per It.)",204,"AI_02"
0,"Mean Times Persistent (Per It.)",205,"AI_02"
0,"Mean Times Persistent (Per It.)",206,"AI_02"
0,"Mean Times Persistent (Per It.)",207,"AI_02"
0,"Mean Times Persistent (Per It.)",208,"AI_02"
0,"Mean Times Persistent (Per It.)",209,"AI_02"
0,"Mean Times Persistent (Per It.)",210,"AI_02"
0,"Mean Times Persistent (Per It.)",211,"AI_02"
0,"Mean Times Persistent (Per It.)",212,"AI_02"
0,"Mean Times Persistent (Per It.)",213,"AI_02"
0,"Mean Times Persistent (Per It.)",214,"AI_02"
0,"Mean Times Persistent (Per It.)",215,"AI_02"
0,"Mean Times Persistent (Per It.)",216,"AI_02"
0,"Mean Times Persistent (Per It.)",217,"AI_02"
0,"Mean Times Persistent (Per It.)",218,"AI_02"
0,"Mean Times Persistent (Per It.)",219,"AI_02"
0,"Mean Times Persistent (Per It.)",220,"AI_02"
0,"Mean Times Persistent (Per It.)",221,"AI_02"
0,"Mean Times Persistent (Per It.)",222,"AI_02"
0,"Mean Times Persistent (Per It.)",223,"AI_02"
0,"Mean Times Persistent (Per It.)",224,"AI_02"
0.01,"Mean Times Persistent (Per It.)",1,"AI_03"
0,"Mean Times Persistent (Per It.)",2,"AI_03"
0,"Mean Times Persistent (Per It.)",3,"AI_03"
0,"Mean Times Persistent (Per It.)",4,"AI_03"
0,"Mean Times Persistent (Per It.)",5,"AI_03"
0,"Mean Times Persistent (Per It.)",6,"AI_03"
0,"Mean Times Persistent (Per It.)",7,"AI_03"
0,"Mean Times Persistent (Per It.)",8,"AI_03"
0,"Mean Times Persistent (Per It.)",9,"AI_03"
0.01,"Mean Times Persistent (Per It.)",10,"AI_03"
0,"Mean Times Persistent (Per It.)",11,"AI_03"
0,"Mean Times Persistent (Per It.)",12,"AI_03"
0,"Mean Times Persistent (Per It.)",13,"AI_03"
0,"Mean Times Persistent (Per It.)",14,"AI_03"
0,"Mean Times Persistent (Per It.)",15,"AI_03"
0,"Mean Times Persistent (Per It.)",16,"AI_03"
0,"Mean Times Persistent (Per It.)",17,"AI_03"
0,"Mean Times Persistent (Per It.)",18,"AI_03"
0,"Mean Times Persistent (Per It.)",19,"AI_03"
0,"Mean Times Persistent (Per It.)",20,"AI_03"
0,"Mean Times Persistent (Per It.)",21,"AI_03"
0,"Mean Times Persistent (Per It.)",22,"AI_03"
0,"Mean Times Persistent (Per It.)",23,"AI_03"
0,"Mean Times Persistent (Per It.)",24,"AI_03"
0,"Mean Times Persistent (Per It.)",25,"AI_03"
0,"Mean Times Persistent (Per It.)",26,"AI_03"
0,"Mean Times Persistent (Per It.)",27,"AI_03"
0,"Mean Times Persistent (Per It.)",28,"AI_03"
0,"Mean Times Persistent (Per It.)",29,"AI_03"
0,"Mean Times Persistent (Per It.)",30,"AI_03"
0,"Mean Times Persistent (Per It.)",31,"AI_03"
0,"Mean Times Persistent (Per It.)",32,"AI_03"
0,"Mean Times Persistent (Per It.)",33,"AI_03"
0,"Mean Times Persistent (Per It.)",34,"AI_03"
0,"Mean Times Persistent (Per It.)",35,"AI_03"
0,"Mean Times Persistent (Per It.)",36,"AI_03"
0,"Mean Times Persistent (Per It.)",37,"AI_03"
0,"Mean Times Persistent (Per It.)",38,"AI_03"
0,"Mean Times Persistent (Per It.)",39,"AI_03"
0,"Mean Times Persistent (Per It.)",40,"AI_03"
0,"Mean Times Persistent (Per It.)",41,"AI_03"
0,"Mean Times Persistent (Per It.)",42,"AI_03"
0,"Mean Times Persistent (Per It.)",43,"AI_03"
0,"Mean Times Persistent (Per It.)",44,"AI_03"
0.05,"Mean Times Persistent (Per It.)",45,"AI_03"
0,"Mean Times Persistent (Per It.)",46,"AI_03"
0,"Mean Times Persistent (Per It.)",47,"AI_03"
0,"Mean Times Persistent (Per It.)",48,"AI_03"
0,"Mean Times Persistent (Per It.)",49,"AI_03"
0,"Mean Times Persistent (Per It.)",50,"AI_03"
0,"Mean Times Persistent (Per It.)",51,"AI_03"
0,"Mean Times Persistent (Per It.)",52,"AI_03"
0,"Mean Times Persistent (Per It.)",53,"AI_03"
0,"Mean Times Persistent (Per It.)",54,"AI_03"
0,"Mean Times Persistent (Per It.)",55,"AI_03"
0,"Mean Times Persistent (Per It.)",56,"AI_03"
0,"Mean Times Persistent (Per It.)",57,"AI_03"
0,"Mean Times Persistent (Per It.)",58,"AI_03"
0,"Mean Times Persistent (Per It.)",59,"AI_03"
0,"Mean Times Persistent (Per It.)",60,"AI_03"
0.01,"Mean Times Persistent (Per It.)",61,"AI_03"
0.74,"Mean Times Persistent (Per It.)",62,"AI_03"
0.72,"Mean Times Persistent (Per It.)",63,"AI_03"
0.61,"Mean Times Persistent (Per It.)",64,"AI_03"
0.64,"Mean Times Persistent (Per It.)",65,"AI_03"
0.69,"Mean Times Persistent (Per It.)",66,"AI_03"
0.66,"Mean Times Persistent (Per It.)",67,"AI_03"
0.61,"Mean Times Persistent (Per It.)",68,"AI_03"
0.7,"Mean Times Persistent (Per It.)",69,"AI_03"
0,"Mean Times Persistent (Per It.)",70,"AI_03"
0,"Mean Times Persistent (Per It.)",71,"AI_03"
0.73,"Mean Times Persistent (Per It.)",72,"AI_03"
0.77,"Mean Times Persistent (Per It.)",73,"AI_03"
0.29,"Mean Times Persistent (Per It.)",74,"AI_03"
0.76,"Mean Times Persistent (Per It.)",75,"AI_03"
0.75,"Mean Times Persistent (Per It.)",76,"AI_03"
0.29,"Mean Times Persistent (Per It.)",77,"AI_03"
0.42,"Mean Times Persistent (Per It.)",78,"AI_03"
0.61,"Mean Times Persistent (Per It.)",79,"AI_03"
0.7,"Mean Times Persistent (Per It.)",80,"AI_03"
0.57,"Mean Times Persistent (Per It.)",81,"AI_03"
0.71,"Mean Times Persistent (Per It.)",82,"AI_03"
0.22,"Mean Times Persistent (Per It.)",83,"AI_03"
0.28,"Mean Times Persistent (Per It.)",84,"AI_03"
0.38,"Mean Times Persistent (Per It.)",85,"AI_03"
0,"Mean Times Persistent (Per It.)",86,"AI_03"
0.4,"Mean Times Persistent (Per It.)",87,"AI_03"
0.05,"Mean Times Persistent (Per It.)",88,"AI_03"
0.65,"Mean Times Persistent (Per It.)",89,"AI_03"
0.69,"Mean Times Persistent (Per It.)",90,"AI_03"
0.66,"Mean Times Persistent (Per It.)",91,"AI_03"
0.65,"Mean Times Persistent (Per It.)",92,"AI_03"
0.65,"Mean Times Persistent (Per It.)",93,"AI_03"
0.66,"Mean Times Persistent (Per It.)",94,"AI_03"
0.65,"Mean Times Persistent (Per It.)",95,"AI_03"
0.63,"Mean Times Persistent (Per It.)",96,"AI_03"
0.03,"Mean Times Persistent (Per It.)",97,"AI_03"
0.13,"Mean Times Persistent (Per It.)",98,"AI_03"
0,"Mean Times Persistent (Per It.)",99,"AI_03"
0,"Mean Times Persistent (Per It.)",100,"AI_03"
0.01,"Mean Times Persistent (Per It.)",101,"AI_03"
0.01,"Mean Times Persistent (Per It.)",102,"AI_03"
0,"Mean Times Persistent (Per It.)",103,"AI_03"
0,"Mean Times Persistent (Per It.)",104,"AI_03"
0,"Mean Times Persistent (Per It.)",105,"AI_03"
0,"Mean Times Persistent (Per It.)",106,"AI_03"
0,"Mean Times Persistent (Per It.)",107,"AI_03"
0.01,"Mean Times Persistent (Per It.)",108,"AI_03"
0.01,"Mean Times Persistent (Per It.)",109,"AI_03"
0,"Mean Times Persistent (Per It.)",110,"AI_03"
0.02,"Mean Times Persistent (Per It.)",111,"AI_03"
0.01,"Mean Times Persistent (Per It.)",112,"AI_03"
0,"Mean Times Persistent (Per It.)",113,"AI_03"
0.63,"Mean Times Persistent (Per It.)",114,"AI_03"
0.2,"Mean Times Persistent (Per It.)",115,"AI_03"
0.04,"Mean Times Persistent (Per It.)",116,"AI_03"
0.05,"Mean Times Persistent (Per It.)",117,"AI_03"
0.03,"Mean Times Persistent (Per It.)",118,"AI_03"
0,"Mean Times Persistent (Per It.)",119,"AI_03"
0,"Mean Times Persistent (Per It.)",120,"AI_03"
0,"Mean Times Persistent (Per It.)",121,"AI_03"
0,"Mean Times Persistent (Per It.)",122,"AI_03"
0,"Mean Times Persistent (Per It.)",123,"AI_03"
0,"Mean Times Persistent (Per It.)",124,"AI_03"
0,"Mean Times Persistent (Per It.)",125,"AI_03"
0.04,"Mean Times Persistent (Per It.)",126,"AI_03"
0.05,"Mean Times Persistent (Per It.)",127,"AI_03"
0.05,"Mean Times Persistent (Per It.)",128,"AI_03"
0.03,"Mean Times Persistent (Per It.)",129,"AI_03"
0,"Mean Times Persistent (Per It.)",130,"AI_03"
0,"Mean Times Persistent (Per It.)",131,"AI_03"
0,"Mean Times Persistent (Per It.)",132,"AI_03"
0,"Mean Times Persistent (Per It.)",133,"AI_03"
0,"Mean Times Persistent (Per It.)",134,"AI_03"
0.03,"Mean Times Persistent (Per It.)",135,"AI_03"
0,"Mean Times Persistent (Per It.)",136,"AI_03"
0,"Mean Times Persistent (Per It.)",137,"AI_03"
0,"Mean Times Persistent (Per It.)",138,"AI_03"
0,"Mean Times Persistent (Per It.)",139,"AI_03"
0.03,"Mean Times Persistent (Per It.)",140,"AI_03"
0.11,"Mean Times Persistent (Per It.)",141,"AI_03"
0.04,"Mean Times Persistent (Per It.)",142,"AI_03"
0.03,"Mean Times Persistent (Per It.)",143,"AI_03"
0.62,"Mean Times Persistent (Per It.)",144,"AI_03"
0,"Mean Times Persistent (Per It.)",145,"AI_03"
0,"Mean Times Persistent (Per It.)",146,"AI_03"
0.06,"Mean Times Persistent (Per It.)",147,"AI_03"
0,"Mean Times Persistent (Per It.)",148,"AI_03"
0.01,"Mean Times Persistent (Per It.)",149,"AI_03"
0,"Mean Times Persistent (Per It.)",150,"AI_03"
0.03,"Mean Times Persistent (Per It.)",151,"AI_03"
0,"Mean Times Persistent (Per It.)",152,"AI_03"
0,"Mean Times Persistent (Per It.)",153,"AI_03"
0,"Mean Times Persistent (Per It.)",154,"AI_03"
0,"Mean Times Persistent (Per It.)",155,"AI_03"
0,"Mean Times Persistent (Per It.)",156,"AI_03"
0,"Mean Times Persistent (Per It.)",157,"AI_03"
0,"Mean Times Persistent (Per It.)",158,"AI_03"
0,"Mean Times Persistent (Per It.)",159,"AI_03"
0,"Mean Times Persistent (Per It.)",160,"AI_03"
0,"Mean Times Persistent (Per It.)",161,"AI_03"
0,"Mean Times Persistent (Per It.)",162,"AI_03"
0,"Mean Times Persistent (Per It.)",163,"AI_03"
0,"Mean Times Persistent (Per It.)",164,"AI_03"
0,"Mean Times Persistent (Per It.)",165,"AI_03"
0,"Mean Times Persistent (Per It.)",166,"AI_03"
0,"Mean Times Persistent (Per It.)",167,"AI_03"
0,"Mean Times Persistent (Per It.)",168,"AI_03"
0,"Mean Times Persistent (Per It.)",169,"AI_03"
0,"Mean Times Persistent (Per It.)",170,"AI_03"
0.01,"Mean Times Persistent (Per It.)",171,"AI_03"
0,"Mean Times Persistent (Per It.)",172,"AI_03"
0,"Mean Times Persistent (Per It.)",173,"AI_03"
0,"Mean Times Persistent (Per It.)",174,"AI_03"
0,"Mean Times Persistent (Per It.)",175,"AI_03"
0,"Mean Times Persistent (Per It.)",176,"AI_03"
0,"Mean Times Persistent (Per It.)",177,"AI_03"
0,"Mean Times Persistent (Per It.)",178,"AI_03"
0,"Mean Times Persistent (Per It.)",179,"AI_03"
0,"Mean Times Persistent (Per It.)",180,"AI_03"
0,"Mean Times Persistent (Per It.)",181,"AI_03"
0,"Mean Times Persistent (Per It.)",182,"AI_03"
1.11,"Mean Times Persistent (Per It.)",183,"AI_03"
0,"Mean Times Persistent (Per It.)",184,"AI_03"
0.01,"Mean Times Persistent (Per It.)",185,"AI_03"
0,"Mean Times Persistent (Per It.)",186,"AI_03"
0,"Mean Times Persistent (Per It.)",187,"AI_03"
0.01,"Mean Times Persistent (Per It.)",188,"AI_03"
0.01,"Mean Times Persistent (Per It.)",189,"AI_03"
0.01,"Mean Times Persistent (Per It.)",190,"AI_03"
0.01,"Mean Times Persistent (Per It.)",191,"AI_03"
0.01,"Mean Times Persistent (Per It.)",192,"AI_03"
0.01,"Mean Times Persistent (Per It.)",193,"AI_03"
0,"Mean Times Persistent (Per It.)",194,"AI_03"
0.01,"Mean Times Persistent (Per It.)",195,"AI_03"
0.05,"Mean Times Persistent (Per It.)",196,"AI_03"
0.02,"Mean Times Persistent (Per It.)",197,"AI_03"
0.01,"Mean Times Persistent (Per It.)",198,"AI_03"
0.04,"Mean Times Persistent (Per It.)",199,"AI_03"
0.04,"Mean Times Persistent (Per It.)",200,"AI_03"
0,"Mean Times Persistent (Per It.)",201,"AI_03"
0,"Mean Times Persistent (Per It.)",202,"AI_03"
0,"Mean Times Persistent (Per It.)",203,"AI_03"
0,"Mean Times Persistent (Per It.)",204,"AI_03"
0,"Mean Times Persistent (Per It.)",205,"AI_03"
0,"Mean Times Persistent (Per It.)",206,"AI_03"
0.01,"Mean Times Persistent (Per It.)",207,"AI_03"
0,"Mean Times Persistent (Per It.)",208,"AI_03"
0,"Mean Times Persistent (Per It.)",209,"AI_03"
0,"Mean Times Persistent (Per It.)",210,"AI_03"
0,"Mean Times Persistent (Per It.)",211,"AI_03"
0,"Mean Times Persistent (Per It.)",212,"AI_03"
0.05,"Mean Times Persistent (Per It.)",213,"AI_03"
0,"Mean Times Persistent (Per It.)",214,"AI_03"
0,"Mean Times Persistent (Per It.)",215,"AI_03"
0,"Mean Times Persistent (Per It.)",216,"AI_03"
0,"Mean Times Persistent (Per It.)",217,"AI_03"
0,"Mean Times Persistent (Per It.)",218,"AI_03"
0,"Mean Times Persistent (Per It.)",219,"AI_03"
0,"Mean Times Persistent (Per It.)",220,"AI_03"
0,"Mean Times Persistent (Per It.)",221,"AI_03"
0,"Mean Times Persistent (Per It.)",222,"AI_03"
0.01,"Mean Times Persistent (Per It.)",223,"AI_03"
0.01,"Mean Times Persistent (Per It.)",224,"AI_03"
