"prevalence","scenario","water","week"
28.5714285714286,"AI_04","Wet","1"
16.3265306122449,"AI_04","Wet","1"
6.12244897959184,"AI_04","Wet","1"
8.16326530612245,"AI_04","Wet","1"
18.3673469387755,"AI_04","Wet","1"
32.6530612244898,"AI_04","Wet","1"
32.6530612244898,"AI_04","Wet","1"
8.16326530612245,"AI_04","Wet","1"
42.8571428571429,"AI_04","Wet","1"
22.4489795918367,"AI_04","Wet","1"
18.3673469387755,"AI_04","Wet","1"
10.2040816326531,"AI_04","Wet","1"
16.3265306122449,"AI_04","Wet","1"
14.2857142857143,"AI_04","Wet","1"
46.9387755102041,"AI_04","Wet","1"
16.3265306122449,"AI_04","Wet","1"
8.16326530612245,"AI_04","Wet","1"
0,"AI_04","Wet","1"
48.9795918367347,"AI_04","Wet","1"
2.04081632653061,"AI_04","Wet","1"
34.6938775510204,"AI_04","Wet","1"
6.12244897959184,"AI_04","Wet","1"
38.7755102040816,"AI_04","Wet","1"
6.12244897959184,"AI_04","Wet","1"
16.3265306122449,"AI_04","Wet","1"
18.3673469387755,"AI_04","Wet","1"
8.16326530612245,"AI_04","Wet","1"
0,"AI_04","Wet","1"
14.2857142857143,"AI_04","Wet","1"
38.7755102040816,"AI_04","Wet","1"
16.3265306122449,"AI_04","Wet","1"
14.2857142857143,"AI_04","Wet","1"
0,"AI_04","Wet","1"
16.3265306122449,"AI_04","Wet","1"
18.3673469387755,"AI_04","Wet","1"
12.2448979591837,"AI_04","Wet","1"
18.3673469387755,"AI_04","Wet","1"
24.4897959183673,"AI_04","Wet","1"
8.16326530612245,"AI_04","Wet","1"
24.4897959183673,"AI_04","Wet","1"
2.04081632653061,"AI_04","Wet","1"
28.5714285714286,"AI_04","Wet","1"
30.6122448979592,"AI_04","Wet","1"
12.2448979591837,"AI_04","Wet","1"
12.2448979591837,"AI_04","Wet","1"
16.3265306122449,"AI_04","Wet","1"
12.2448979591837,"AI_04","Wet","1"
12.2448979591837,"AI_04","Wet","1"
4.08163265306122,"AI_04","Wet","1"
22.4489795918367,"AI_04","Wet","1"
14.2857142857143,"AI_04","Wet","1"
12.2448979591837,"AI_04","Wet","1"
6.12244897959184,"AI_04","Wet","1"
16.3265306122449,"AI_04","Wet","1"
36.734693877551,"AI_04","Wet","1"
24.4897959183673,"AI_04","Wet","1"
57.1428571428571,"AI_04","Wet","1"
12.2448979591837,"AI_04","Wet","1"
8.16326530612245,"AI_04","Wet","1"
32.6530612244898,"AI_04","Wet","1"
10.2040816326531,"AI_04","Wet","1"
24.4897959183673,"AI_04","Wet","1"
2.04081632653061,"AI_04","Wet","1"
28.5714285714286,"AI_04","Wet","1"
18.3673469387755,"AI_04","Wet","1"
32.6530612244898,"AI_04","Wet","1"
6.12244897959184,"AI_04","Wet","1"
24.4897959183673,"AI_04","Wet","1"
0,"AI_04","Wet","1"
22.4489795918367,"AI_04","Wet","1"
16.3265306122449,"AI_04","Wet","1"
2.04081632653061,"AI_04","Wet","1"
6.12244897959184,"AI_04","Wet","1"
38.7755102040816,"AI_04","Wet","1"
28.5714285714286,"AI_04","Wet","1"
12.2448979591837,"AI_04","Wet","1"
14.2857142857143,"AI_04","Wet","1"
6.12244897959184,"AI_04","Wet","1"
16.3265306122449,"AI_04","Wet","1"
8.16326530612245,"AI_04","Wet","1"
20.4081632653061,"AI_04","Wet","1"
16.3265306122449,"AI_04","Wet","1"
18.3673469387755,"AI_04","Wet","1"
22.4489795918367,"AI_04","Wet","1"
14.2857142857143,"AI_04","Wet","1"
24.4897959183673,"AI_04","Wet","1"
53.0612244897959,"AI_04","Wet","1"
24.4897959183674,"AI_04","Wet","1"
8.16326530612245,"AI_04","Wet","1"
0,"AI_04","Wet","1"
42.8571428571429,"AI_04","Wet","1"
12.2448979591837,"AI_04","Wet","1"
22.4489795918367,"AI_04","Wet","1"
0,"AI_04","Wet","1"
22.4489795918367,"AI_04","Wet","1"
32.6530612244898,"AI_04","Wet","1"
16.3265306122449,"AI_04","Wet","1"
8.16326530612245,"AI_04","Wet","1"
22.4489795918367,"AI_04","Wet","1"
10.2040816326531,"AI_04","Wet","1"
0.568181818181818,"AI_04","Dry","1"
0,"AI_04","Dry","1"
0,"AI_04","Dry","1"
7.95454545454545,"AI_04","Dry","1"
0,"AI_04","Dry","1"
0,"AI_04","Dry","1"
5.68181818181818,"AI_04","Dry","1"
0.568181818181818,"AI_04","Dry","1"
0.568181818181818,"AI_04","Dry","1"
0,"AI_04","Dry","1"
0,"AI_04","Dry","1"
0,"AI_04","Dry","1"
0,"AI_04","Dry","1"
0,"AI_04","Dry","1"
0.568181818181818,"AI_04","Dry","1"
0,"AI_04","Dry","1"
0,"AI_04","Dry","1"
0,"AI_04","Dry","1"
0,"AI_04","Dry","1"
0,"AI_04","Dry","1"
1.13636363636364,"AI_04","Dry","1"
0,"AI_04","Dry","1"
0.568181818181818,"AI_04","Dry","1"
0,"AI_04","Dry","1"
0,"AI_04","Dry","1"
0,"AI_04","Dry","1"
0,"AI_04","Dry","1"
0,"AI_04","Dry","1"
0,"AI_04","Dry","1"
10.2272727272727,"AI_04","Dry","1"
0,"AI_04","Dry","1"
0,"AI_04","Dry","1"
0,"AI_04","Dry","1"
0,"AI_04","Dry","1"
0,"AI_04","Dry","1"
0,"AI_04","Dry","1"
0.568181818181818,"AI_04","Dry","1"
0,"AI_04","Dry","1"
0,"AI_04","Dry","1"
9.65909090909091,"AI_04","Dry","1"
0,"AI_04","Dry","1"
0,"AI_04","Dry","1"
4.54545454545455,"AI_04","Dry","1"
0,"AI_04","Dry","1"
0,"AI_04","Dry","1"
0,"AI_04","Dry","1"
0,"AI_04","Dry","1"
0,"AI_04","Dry","1"
2.84090909090909,"AI_04","Dry","1"
0,"AI_04","Dry","1"
0,"AI_04","Dry","1"
2.27272727272727,"AI_04","Dry","1"
0,"AI_04","Dry","1"
0,"AI_04","Dry","1"
0,"AI_04","Dry","1"
0,"AI_04","Dry","1"
1.70454545454545,"AI_04","Dry","1"
0,"AI_04","Dry","1"
0,"AI_04","Dry","1"
0,"AI_04","Dry","1"
0.568181818181818,"AI_04","Dry","1"
0,"AI_04","Dry","1"
0,"AI_04","Dry","1"
0,"AI_04","Dry","1"
0,"AI_04","Dry","1"
0,"AI_04","Dry","1"
3.40909090909091,"AI_04","Dry","1"
0,"AI_04","Dry","1"
0.568181818181818,"AI_04","Dry","1"
13.6363636363636,"AI_04","Dry","1"
0,"AI_04","Dry","1"
0,"AI_04","Dry","1"
0,"AI_04","Dry","1"
0,"AI_04","Dry","1"
0,"AI_04","Dry","1"
0,"AI_04","Dry","1"
0,"AI_04","Dry","1"
5.11363636363636,"AI_04","Dry","1"
0,"AI_04","Dry","1"
0.568181818181818,"AI_04","Dry","1"
1.13636363636364,"AI_04","Dry","1"
0,"AI_04","Dry","1"
0,"AI_04","Dry","1"
0,"AI_04","Dry","1"
0,"AI_04","Dry","1"
1.70454545454545,"AI_04","Dry","1"
10.2272727272727,"AI_04","Dry","1"
2.84090909090909,"AI_04","Dry","1"
0,"AI_04","Dry","1"
0,"AI_04","Dry","1"
1.13636363636364,"AI_04","Dry","1"
3.40909090909091,"AI_04","Dry","1"
0,"AI_04","Dry","1"
0,"AI_04","Dry","1"
0,"AI_04","Dry","1"
6.81818181818182,"AI_04","Dry","1"
0,"AI_04","Dry","1"
0,"AI_04","Dry","1"
0,"AI_04","Dry","1"
0,"AI_04","Dry","1"
46.9387755102041,"AI_04","Wet","2"
30.6122448979592,"AI_04","Wet","2"
14.2857142857143,"AI_04","Wet","2"
6.12244897959184,"AI_04","Wet","2"
22.4489795918367,"AI_04","Wet","2"
67.3469387755102,"AI_04","Wet","2"
44.8979591836735,"AI_04","Wet","2"
20.4081632653061,"AI_04","Wet","2"
59.1836734693878,"AI_04","Wet","2"
61.2244897959184,"AI_04","Wet","2"
32.6530612244898,"AI_04","Wet","2"
34.6938775510204,"AI_04","Wet","2"
24.4897959183674,"AI_04","Wet","2"
20.4081632653061,"AI_04","Wet","2"
57.1428571428571,"AI_04","Wet","2"
26.530612244898,"AI_04","Wet","2"
20.4081632653061,"AI_04","Wet","2"
40.8163265306122,"AI_04","Wet","2"
53.0612244897959,"AI_04","Wet","2"
26.530612244898,"AI_04","Wet","2"
53.0612244897959,"AI_04","Wet","2"
10.2040816326531,"AI_04","Wet","2"
61.2244897959184,"AI_04","Wet","2"
2.04081632653061,"AI_04","Wet","2"
22.4489795918367,"AI_04","Wet","2"
26.530612244898,"AI_04","Wet","2"
26.530612244898,"AI_04","Wet","2"
14.2857142857143,"AI_04","Wet","2"
26.530612244898,"AI_04","Wet","2"
67.3469387755102,"AI_04","Wet","2"
22.4489795918367,"AI_04","Wet","2"
51.0204081632653,"AI_04","Wet","2"
10.2040816326531,"AI_04","Wet","2"
18.3673469387755,"AI_04","Wet","2"
26.530612244898,"AI_04","Wet","2"
38.7755102040816,"AI_04","Wet","2"
18.3673469387755,"AI_04","Wet","2"
32.6530612244898,"AI_04","Wet","2"
36.734693877551,"AI_04","Wet","2"
40.8163265306122,"AI_04","Wet","2"
6.12244897959184,"AI_04","Wet","2"
46.9387755102041,"AI_04","Wet","2"
42.8571428571429,"AI_04","Wet","2"
22.4489795918367,"AI_04","Wet","2"
14.2857142857143,"AI_04","Wet","2"
22.4489795918367,"AI_04","Wet","2"
18.3673469387755,"AI_04","Wet","2"
20.4081632653061,"AI_04","Wet","2"
