"prevalence","scenario","water","week"
12.2448979591837,"AI_02","Wet","1"
26.530612244898,"AI_02","Wet","1"
18.3673469387755,"AI_02","Wet","1"
14.2857142857143,"AI_02","Wet","1"
6.12244897959184,"AI_02","Wet","1"
12.2448979591837,"AI_02","Wet","1"
10.2040816326531,"AI_02","Wet","1"
22.4489795918367,"AI_02","Wet","1"
10.2040816326531,"AI_02","Wet","1"
38.7755102040816,"AI_02","Wet","1"
30.6122448979592,"AI_02","Wet","1"
6.12244897959184,"AI_02","Wet","1"
22.4489795918367,"AI_02","Wet","1"
30.6122448979592,"AI_02","Wet","1"
10.2040816326531,"AI_02","Wet","1"
30.6122448979592,"AI_02","Wet","1"
14.2857142857143,"AI_02","Wet","1"
14.2857142857143,"AI_02","Wet","1"
16.3265306122449,"AI_02","Wet","1"
24.4897959183674,"AI_02","Wet","1"
14.2857142857143,"AI_02","Wet","1"
24.4897959183673,"AI_02","Wet","1"
26.530612244898,"AI_02","Wet","1"
8.16326530612245,"AI_02","Wet","1"
10.2040816326531,"AI_02","Wet","1"
4.08163265306122,"AI_02","Wet","1"
4.08163265306122,"AI_02","Wet","1"
12.2448979591837,"AI_02","Wet","1"
10.2040816326531,"AI_02","Wet","1"
20.4081632653061,"AI_02","Wet","1"
8.16326530612245,"AI_02","Wet","1"
28.5714285714286,"AI_02","Wet","1"
18.3673469387755,"AI_02","Wet","1"
30.6122448979592,"AI_02","Wet","1"
12.2448979591837,"AI_02","Wet","1"
28.5714285714286,"AI_02","Wet","1"
0,"AI_02","Wet","1"
0,"AI_02","Wet","1"
16.3265306122449,"AI_02","Wet","1"
28.5714285714286,"AI_02","Wet","1"
14.2857142857143,"AI_02","Wet","1"
36.734693877551,"AI_02","Wet","1"
16.3265306122449,"AI_02","Wet","1"
34.6938775510204,"AI_02","Wet","1"
10.2040816326531,"AI_02","Wet","1"
2.04081632653061,"AI_02","Wet","1"
20.4081632653061,"AI_02","Wet","1"
24.4897959183673,"AI_02","Wet","1"
18.3673469387755,"AI_02","Wet","1"
36.734693877551,"AI_02","Wet","1"
38.7755102040816,"AI_02","Wet","1"
14.2857142857143,"AI_02","Wet","1"
6.12244897959184,"AI_02","Wet","1"
10.2040816326531,"AI_02","Wet","1"
10.2040816326531,"AI_02","Wet","1"
36.734693877551,"AI_02","Wet","1"
34.6938775510204,"AI_02","Wet","1"
10.2040816326531,"AI_02","Wet","1"
0,"AI_02","Wet","1"
4.08163265306122,"AI_02","Wet","1"
